name,reference product,ISIC_name,ISIC,CPC_name,CPC,prod_category,prod_sub_category,code,activity type,location,production amount,unit,priority
mecoprop production,mecoprop,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,Chemical,Chemical products,a19be01832fce7d3f8494d2ba99c0b04,ordinary transforming activity,RER,1.0,kilogram,1.0
"maize seed production, Swiss integrated production, for sowing","maize seed, Swiss integrated production, for sowing",Seed processing for propagation,0164," Maize (corn), seed",1121,AgriForeAnim,Agricultural and forestry products,a92988d196e3e2405d80b1c96d1a78af,ordinary transforming activity,CH,1.0,kilogram,1.0
"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas",Steam and air conditioning supply,3530, Steam and hot water,17300,OreMinFuel,"Ores, minerals & fuels",7b0752570f88c505dce9d1f40229ffc9,ordinary transforming activity,Europe without Switzerland,1.0,megajoule,1.0
"heat and power co-generation, biogas, gas engine","electricity, high voltage",Treatment and disposal of non-hazardous waste,3821, Electrical energy,17100,OreMinFuel,"Ores, minerals & fuels",fc2a736e9ac97a0deaad272d78dafef5,ordinary transforming activity,SK,1.0,kilowatt hour,1.0
"tree seedling production, in unheated greenhouse","tree seedling, for planting",Plant propagation,0130," Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn",1961,AgriForeAnim,Agricultural and forestry products,03b4e005b34c87add8594eb3568019c8,ordinary transforming activity,RER,1.0,unit,1.0
market for calcareous marl,calcareous marl,"Quarrying of stone, sand and clay",0810, Marble and other calcareous monumental or building stone,15120,OreMinFuel,"Ores, minerals & fuels",ed8b9b05364ac75fd3159d1441206bc8,market activity,RER,1.0,kilogram,1.0
"treatment of residue from mechanical treatment, laser printer, municipal incineration with fly ash extraction","residue from mechanical treatment, laser printer",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,de4f5012b3f53986531af2420cd8eee8,ordinary transforming activity,CH,-1.0,kilogram,1.0
"sawnwood production, hardwood, raw, dried (u=10%)","sawnwood, hardwood, raw, dried (u=10%)",Sawmilling and planing of wood,1610," Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood ",31102,ProcBio,"Wood, straw & cork",ee267b9cedc44b72fb7e07918eb3ce47,ordinary transforming activity,CH,1.0,cubic meter,1.0
"operation, computer, desktop, with cathode ray tube display, active mode","operation, computer, desktop, with cathode ray tube display, active mode","Photocopying, document preparation and other specialized office support act",8219, Support services,85000,,,b860d0117144af5758544b17f21079ec,ordinary transforming activity,CH,1.0,hour,1.0
selenium production,selenium,Manufacture of basic chemicals,2011," Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",34231,Chemical,Chemical products,e9fb238128da4900abc988889e332556,ordinary transforming activity,RER,1.0,kilogram,1.0
market for kerosene,kerosene,Manufacture of refined petroleum products,1920, Kerosenes,33340,OreMinFuel,"Ores, minerals & fuels",441425eb584c56e6144e2462a261492a,market activity,Europe without Switzerland,1.0,kilogram,1.0
market for propanal,propanal,Manufacture of basic chemicals,2011, Basic organic chemicals,34100,Chemical,Chemical products,0cbbcb9dd34651b14f174786af0b7c23,market activity,RER,1.0,kilogram,1.0
"treatment of waste polyvinylchloride product, collection for final disposal",waste polyvinylchloride product,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,3e49d9ba60eb0c7a8387cd63b90d32f2,ordinary transforming activity,Europe without Switzerland,-1.0,kilogram,1.0
market for wastewater from maize starch production,wastewater from maize starch production,Sewerage,3700, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,e855dedb66a04a9328f3ce85508321a6,market activity,CH,-1.0,cubic meter,1.0
"market for residues, MSWI[F]-WWT, WW from glass production","residues, MSWI[F]-WWT, WW from glass production",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,ca7325de6e5a32789eda4de2a3f1e87c,market activity,CH,-1.0,kilogram,1.0
"heat distribution equipment production, hydronic radiant floor heating, 150m2","heat distribution equipment, hydronic radiant floor heating, 150m2","Manufacture of ovens, furnaces and furnace burners",2815, Parts of producer gas or water gas generators; parts of acetylene gas generators and similar water process gas[…],43941,MachElecTrans,Metal/electronic equipments and parts,aed607b6a2b180656338c4c5eaa9c046,ordinary transforming activity,CH,1.0,unit,1.0
"sewer grid construction, 4.7E10l/year, 583 km","sewer grid, 4.7E10l/year, 583 km",Construction of utility projects,4220, Sewage and water treatment plants,53253,,,ecb122d6c58b23c6e27cc49ab9151e98,ordinary transforming activity,CH,1.0,kilometer,1.0
"lime production, milled, packed","lime, packed","Quarrying of stone, sand and clay",0810," Quicklime, slaked lime and hydraulic lime",37420,GlasNonMetal,Glass and other non-metallic products,6df681fb42ca855f12f774532bb7a092,ordinary transforming activity,CH,1.0,kilogram,1.0
"operation, computer, desktop, with cathode ray tube display, home use","operation, computer, desktop, home use","Photocopying, document preparation and other specialized office support act",8219, Support services,85000,,,ba13f4fda387ab9c01b6518a37a7b86e,ordinary transforming activity,CH,1.0,hour,1.0
"market for containerboard, fluting medium","containerboard, fluting medium",Manufacture of corrugated paper and paperboard and of containers of paper a,1702, Corrugated paper and paperboard,32151,ProcBio,Pulp & paper,88f82cb59efb288938c36b5c62bcb111,market activity,RER,1.0,kilogram,1.0
"treatment of decommissioned pipeline, natural gas, inert material landfill","decommissioned pipeline, natural gas",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,6ac5c3ef7dd6640dfdcd3043672c8469,ordinary transforming activity,CH,-1.0,kilogram,1.0
market for ammonium carbonate,ammonium carbonate,Manufacture of fertilizers and nitrogen compounds,2012, Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.,34240,Chemical,Chemical products,5a61a42cb8ce382dc588d8fdf71c7ba6,market activity,RER,1.0,kilogram,1.0
hydroquinone production,hydroquinone,Manufacture of basic chemicals,2011," Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",34139,Chemical,Chemical products,df3485d7ef110a1b2e6faf48af5659b5,ordinary transforming activity,RER,1.0,kilogram,1.0
"treatment of waste frit from cathode ray tube production, residual material landfill",waste frit from cathode ray tube production,Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,f2f9ccd69ab0db8e3365106f9e69e89b,ordinary transforming activity,CH,-1.0,kilogram,1.0
"door production, outer, wood-glass","door, outer, wood-glass",Manufacture of builders' carpentry and joinery,1622," Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles an[…]",31600,ProcBio,"Wood, straw & cork",02d0a9240647dddbf5ae2349032a52d9,ordinary transforming activity,RER,1.0,square meter,1.0
"market for transport, pipeline, long distance, natural gas","transport, pipeline, long distance, natural gas",Transport via pipeline,4930, Transport services via pipeline of petroleum and natural gas,65131,OreMinFuel,"Ores, minerals & fuels",895ac5622f70c58e73221d014ad98cce,market activity,RER,1.0,ton kilometer,1.0
biogas production from grass,"biogas, from grass",Treatment and disposal of non-hazardous waste,3821," Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",17200,OreMinFuel,"Ores, minerals & fuels",b757f0f642df27eba27e6ce28eded817,ordinary transforming activity,CH,1.0,cubic meter,1.0
"gas power plant construction, 100MW electrical","gas power plant, 100MW electrical",Construction of utility projects,4220, Power plants,53262,,,1d6f1497ed4958eb8dd1a2eed728f4c4,ordinary transforming activity,RER,1.0,unit,1.0
"natural stone plate production, polished","natural stone plate, polished","Cutting, shaping and finishing of stone",2396," Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]",37690,GlasNonMetal,Glass and other non-metallic products,6d998fce549579a6a9a4716b18e622e2,ordinary transforming activity,CH,1.0,kilogram,1.0
wood pellet production,"wood pellet, measured as dry mass",Sawmilling and planing of wood,1610, Wood pellets,39281,WasteTreatment,Waste treatment & disposal,1aaf98a9220848760fcf2563cae6d39c,ordinary transforming activity,RER,1.0,kilogram,1.0
"treatment of sewage sludge, 97% water, WWT, WW from black chrome coating, landfarming","sewage sludge, 97% water, WWT, WW from black chrome coating",Treatment and disposal of non-hazardous waste,3821, Sewage sludge,39920,WasteTreatment,Waste treatment & disposal,677420c13e78e15da586f080fbe5b984,ordinary transforming activity,CH,-1.0,kilogram,1.0
"treatment of waste mineral wool, sorting plant",waste mineral wool,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,f208870d1684659a7744d18bff90529e,ordinary transforming activity,Europe without Switzerland,-1.0,kilogram,1.0
lemon production,lemon,Growing of citrus fruits,0123, Lemons and limes,1322,AgriForeAnim,Agricultural and forestry products,80e86d24a00a89271c71a12ac5d0978c,ordinary transforming activity,ES,1.0,kilogram,1.0
"biomethane, low pressure burned in solid oxide fuel cell 125kWe, future","electricity, low voltage","Electricity, gas, steam and air conditioning supply",35, Electrical energy,17100,OreMinFuel,"Ores, minerals & fuels",56b389c1053452a58ff74aeed2cbd4d8,ordinary transforming activity,CH,1.0,kilowatt hour,1.0
"fatty acid production, from palm kernel oil",fatty acid,Manufacture of basic chemicals,2011, Industrial monocarboxylic fatty acids; acid oils from refining,34120,Chemical,Chemical products,d0f59615c878dd057d7beeb00d904da2,ordinary transforming activity,RER,1.0,kilogram,1.0
"treatment of used air filter, in exhaust air valve",used air filter in exhaust air valve,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,393dfca76f0cddb222453595ce0fa1e0,ordinary transforming activity,CH,-1.0,unit,1.0
"market for cement, CEM IV/A","cement, CEM IV/A","Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,GlasNonMetal,Glass and other non-metallic products,fb69e3bbbfd91f5492b4fd259ce1da37,market activity,Europe without Switzerland,1.0,kilogram,1.0
"maintenance, transmission network, electricity, high voltage direct current aerial line","maintenance, transmission network, electricity, high voltage direct current aerial line",Construction of utility projects,4220, General construction services of long-distance communication and power lines (cables),54242,,,41d81d5860c935de6da552020013262d,ordinary transforming activity,RER,1.0,kilometer-year,1.0
nitrile-compound production,nitrile-compound,Manufacture of pesticides and other agrochemical products,2021," Insecticides, fungicides, herbicides and disinfectants",34660,Chemical,Chemical products,bd90f1beae313ca1150daf5f2b4c8c3c,ordinary transforming activity,RER,1.0,kilogram,1.0
"market for water works, capacity 1.1E10l/year","water works, capacity 1.1E10l/year",Construction of utility projects,4220, Sewage and water treatment plants,53253,,,2a3e344e7cdc59d8a73aa76d74cd8938,market activity,CH,1.0,unit,1.0
"treatment of sewage sludge, 97% water, WWT, WW from plywood production, landfarming","sewage sludge, 97% water, WWT, WW from plywood production",Treatment and disposal of non-hazardous waste,3821, Sewage sludge,39920,WasteTreatment,Waste treatment & disposal,9511a69062ec82e9e09981a6865f48bf,ordinary transforming activity,CH,-1.0,kilogram,1.0
"planing, board, hardwood, u=20%","sawnwood, board, hardwood, dried (u=20%), planed",Sawmilling and planing of wood,1610," Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood ",31102,ProcBio,"Wood, straw & cork",9150e0f656488697ef10a87f006f4f3b,ordinary transforming activity,CH,1.0,cubic meter,1.0
"electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated","electricity, low voltage","Electric power generation, transmission and distribution",3510, Electrical energy,17100,OreMinFuel,"Ores, minerals & fuels",a26784f70da81be1f1352c38f42efd1d,ordinary transforming activity,CH,1.0,kilowatt hour,1.0
"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof","photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",Installation of industrial machinery and equipment,3320, Installation services of electrical machinery and apparatus n.e.c.,87360,,,61931b0a3df375a87272e0f1137f20e1,ordinary transforming activity,CH,1.0,unit,1.0
dimethenamide production,dimethenamide,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,Chemical,Chemical products,694bd93071ccb448c39e4382c08ecf1a,ordinary transforming activity,RER,1.0,kilogram,1.0
